,siteModel_buildings_polygon_exteriorRing_edges_id,siteModel_buildings_polygon_exteriorRing_edges_bearingVector,siteModel_buildings_polygon_exteriorRing_edges_angleBetweenBearingVectorAndUpVector,siteModel_buildings_polygon_exteriorRing_edges_angleBetweenBearingVectorAndRightVector,siteModel_buildings_polygon_exteriorRing_edges_edgeCondition,siteModel_buildings_polygon_exteriorRing_edges_sidingMaterial,siteModel_buildings_polygon_exteriorRing_edges_startPoint.x,siteModel_buildings_polygon_exteriorRing_edges_startPoint.y,siteModel_buildings_polygon_exteriorRing_edges_startPoint.z,siteModel_buildings_polygon_exteriorRing_edges_endPoint.x,siteModel_buildings_polygon_exteriorRing_edges_endPoint.y,siteModel_buildings_polygon_exteriorRing_edges_endPoint.z,id,installationId
22,0,,0.0,0.0,,None,-164.738187789917,-314.818893432617,0.0,-354.5295153198518,-312.10237136520675,0.0,7,7
23,0,,0.0,0.0,,None,-354.5295153198518,-312.10237136520675,0.0,-544.324798583984,-309.389755249023,0.0,7,7
24,0,,0.0,0.0,,None,-544.324798583984,-309.389755249023,0.0,-539.2995580310127,42.26381183208671,0.0,7,7
25,0,,0.0,0.0,,None,-539.2995580310127,42.26381183208671,0.0,-769.631896972656,45.5590591430664,0.0,7,7
26,0,,0.0,0.0,,None,-769.631896972656,45.5590591430664,0.0,-767.7066650431887,180.18897981403455,0.0,7,7
27,0,,0.0,0.0,,None,-767.7066650431887,180.18897981403455,0.0,-765.781494140625,314.818893432617,0.0,7,7
28,0,,0.0,0.0,,None,-765.781494140625,314.818893432617,0.0,-492.194885253906,310.905502319336,0.0,7,7
29,0,,0.0,0.0,,None,-492.194885253906,310.905502319336,0.0,-492.76970068386817,270.60512691001867,0.0,7,7
30,0,,0.0,0.0,,None,-492.76970068386817,270.60512691001867,0.0,-347.23021521077175,268.52610902554704,0.0,7,7
31,0,,0.0,0.0,,None,-347.23021521077175,268.52610902554704,0.0,-346.2303161628597,268.5118255615337,0.0,7,7
0,0,,0.0,0.0,,None,-47.458885994,-202.807644564,0.0,-47.458718843,-202.797004248,0.0,1,1
1,0,,0.0,0.0,,None,-47.458718843,-202.797004248,0.0,-47.443181038,-201.807918241,0.0,1,1
2,0,,0.0,0.0,,None,-47.443181038,-201.807918241,0.0,-43.217912832,67.1588859,0.0,1,1
3,0,,0.0,0.0,,None,-43.217912832,67.1588859,0.0,64.768763475,65.462495628,0.0,1,1
4,0,,0.0,0.0,,None,64.768763475,65.462495628,0.0,70.234909896,413.419563732,0.0,1,1
5,0,,0.0,0.0,,None,70.234909896,413.419563732,0.0,261.211336705,410.419466282,0.0,1,1
6,0,,0.0,0.0,,None,261.211336705,410.419466282,0.0,340.526494486,409.173484218,0.0,1,1
7,0,,0.0,0.0,,None,340.526494486,409.173484218,0.0,341.175800616,450.50619678,0.0,1,1
8,0,,0.0,0.0,,None,341.175800616,450.50619678,0.0,425.165437752,449.186782128,0.0,1,1
9,0,,0.0,0.0,,None,425.165437752,449.186782128,0.0,424.516131613,407.854069564,0.0,1,1
10,0,,0.0,0.0,,None,424.516131613,407.854069564,0.0,454.206559615,407.387655049,0.0,1,1
11,0,,0.0,0.0,,None,454.206559615,407.387655049,0.0,628.166070828,404.654880672,0.0,1,1
12,0,,0.0,0.0,,None,628.166070828,404.654880672,0.0,625.165973378,213.678453863,0.0,1,1
13,0,,0.0,0.0,,None,625.165973378,213.678453863,0.0,625.150021179,212.662988846,0.0,1,1
14,0,,0.0,0.0,,None,625.150021179,212.662988846,0.0,625.14885706,212.588884828,0.0,1,1
15,0,,0.0,0.0,,None,625.14885706,212.588884828,0.0,625.147408715,212.496687871,0.0,1,1
16,0,,0.0,0.0,,None,625.147408715,212.496687871,0.0,622.13446098,20.702253804,0.0,1,1
17,0,,0.0,0.0,,None,622.13446098,20.702253804,0.0,448.155926928,23.435327016,0.0,1,1
18,0,,0.0,0.0,,None,448.155926928,23.435327016,0.0,440.71065852,-450.50619678,0.0,1,1
19,0,,0.0,0.0,,None,440.71065852,-450.50619678,0.0,249.734231711,-447.50609933,0.0,1,1
20,0,,0.0,0.0,,None,249.734231711,-447.50609933,0.0,57.172198243,-444.481093181,0.0,1,1
21,0,,0.0,0.0,,None,57.172198243,-444.481093181,0.0,56.758522968,-444.47459465,0.0,1,1
22,0,,0.0,0.0,,None,56.758522968,-444.47459465,0.0,56.758522967,-444.474594651,0.0,1,1
23,0,,0.0,0.0,,None,56.758522967,-444.474594651,0.0,56.75789243,-444.474584745,0.0,1,1
24,0,,0.0,0.0,,None,56.75789243,-444.474584745,0.0,56.757168692,-444.474573376,0.0,1,1
25,0,,0.0,0.0,,None,56.757168692,-444.474573376,0.0,54.999847488,-444.446967168,0.0,1,1
26,0,,0.0,0.0,,None,54.999847488,-444.446967168,0.0,54.344091774,-444.436665734,0.0,1,1
27,0,,0.0,0.0,,None,54.344091774,-444.436665734,0.0,-51.228644664,-442.77819666,0.0,1,1
28,0,,0.0,0.0,,None,-51.228644664,-442.77819666,0.0,-49.343680117,-322.787496324,0.0,1,1
29,0,,0.0,0.0,,None,-49.343680117,-322.787496324,0.0,-47.757327698,-221.805470891,0.0,1,1
30,0,,0.0,0.0,,None,-47.757327698,-221.805470891,0.0,-47.481089841,-204.221069111,0.0,1,1
31,0,,0.0,0.0,,None,-47.481089841,-204.221069111,0.0,-47.458885994,-202.807644564,0.0,1,1
32,0,,0.0,0.0,,None,-628.166070828,120.38029188,0.0,-625.150265904,312.356605308,0.0,1,1
33,0,,0.0,0.0,,None,-625.150265904,312.356605308,0.0,-616.380862954,312.218844518,0.0,1,1
34,0,,0.0,0.0,,None,-616.380862954,312.218844518,0.0,-614.537589636,429.555616428,0.0,1,1
35,0,,0.0,0.0,,None,-614.537589636,429.555616428,0.0,-392.564977236,426.068591988,0.0,1,1
36,0,,0.0,0.0,,None,-392.564977236,426.068591988,0.0,-394.408250544,308.731820077,0.0,1,1
37,0,,0.0,0.0,,None,-394.408250544,308.731820077,0.0,-385.179874116,308.586849156,0.0,1,1
38,0,,0.0,0.0,,None,-385.179874116,308.586849156,0.0,-388.19567904,116.610535716,0.0,1,1
39,0,,0.0,0.0,,None,-388.19567904,116.610535716,0.0,-628.166070828,120.38029188,0.0,1,1
0,0,,0.0,0.0,,None,-260.784057738,478.539982854,0.0,-105.173119626,478.539982854,0.0,5,5
1,0,,0.0,0.0,,None,-105.173119626,478.539982854,0.0,-105.173119626,512.899889178,0.0,5,5
2,0,,0.0,0.0,,None,-105.173119626,512.899889178,0.0,27.3662282819998,512.899889178,0.0,5,5
3,0,,0.0,0.0,,None,27.3662282819998,512.899889178,0.0,27.3662282819998,478.539982854,0.0,5,5
4,0,,0.0,0.0,,None,27.3662282819998,478.539982854,0.0,260.784057738,478.539982854,0.0,5,5
5,0,,0.0,0.0,,None,260.784057738,478.539982854,0.0,260.784057738,-341.901178086,0.0,5,5
6,0,,0.0,0.0,,None,260.784057738,-341.901178086,0.0,-260.784057738,-341.901178086,0.0,5,5
7,0,,0.0,0.0,,None,-260.784057738,-341.901178086,0.0,-260.784057738,478.539982854,0.0,5,5
8,0,,0.0,0.0,,None,119.103694758,-424.010052642,0.0,205.149906462,-424.010052642,0.0,5,5
9,0,,0.0,0.0,,None,205.149906462,-424.010052642,0.0,205.149906462,-512.899889178,0.0,5,5
10,0,,0.0,0.0,,None,205.149906462,-512.899889178,0.0,119.103694758,-512.899889178,0.0,5,5
11,0,,0.0,0.0,,None,119.103694758,-512.899889178,0.0,119.103694758,-424.010052642,0.0,5,5
0,0,,0.0,0.0,,None,-429.933084624,48.46456848,0.0,-393.56300472,101.874019008,0.0,8,8
1,0,,0.0,0.0,,None,-393.56300472,101.874019008,0.0,-265.886071738,129.682188705,0.0,8,8
2,0,,0.0,0.0,,None,-265.886071738,129.682188705,0.0,-266.69299821,133.374370293,0.0,8,8
3,0,,0.0,0.0,,None,-266.69299821,133.374370293,0.0,-311.566615104,339.406660651,0.0,8,8
4,0,,0.0,0.0,,None,-311.566615104,339.406660651,0.0,-311.688986352,339.968514816,0.0,8,8
5,0,,0.0,0.0,,None,-311.688986352,339.968514816,0.0,-311.688986441,339.968515227,0.0,8,8
6,0,,0.0,0.0,,None,-311.688986441,339.968515227,0.0,-313.972450992,350.460641136,0.0,8,8
7,0,,0.0,0.0,,None,-313.972450992,350.460641136,0.0,-146.376879044,386.960877165,0.0,8,8
8,0,,0.0,0.0,,None,-146.376879044,386.960877165,0.0,-173.547237788,511.716497353,0.0,8,8
9,0,,0.0,0.0,,None,-173.547237788,511.716497353,0.0,-174.05512368,514.047260544,0.0,8,8
10,0,,0.0,0.0,,None,-174.05512368,514.047260544,0.0,61.925189568,570.566945173,0.0,8,8
11,0,,0.0,0.0,,None,61.925189568,570.566945173,0.0,129.988193136,586.87009752,0.0,8,8
12,0,,0.0,0.0,,None,129.988193136,586.87009752,0.0,131.224949897,581.623728077,0.0,8,8
13,0,,0.0,0.0,,None,131.224949897,581.623728077,0.0,282.452764944,617.496082752,0.0,8,8
14,0,,0.0,0.0,,None,282.452764944,617.496082752,0.0,313.554568262,474.684932568,0.0,8,8
15,0,,0.0,0.0,,None,313.554568262,474.684932568,0.0,344.145680304,481.350409104,0.0,8,8
16,0,,0.0,0.0,,None,344.145680304,481.350409104,0.0,360.582464055,405.894339172,0.0,8,8
17,0,,0.0,0.0,,None,360.582464055,405.894339172,0.0,360.795287136,404.917335792,0.0,8,8
18,0,,0.0,0.0,,None,360.795287136,404.917335792,0.0,360.795289014,404.917327169,0.0,8,8
19,0,,0.0,0.0,,None,360.795289014,404.917327169,0.0,360.795291572,404.917315426,0.0,8,8
20,0,,0.0,0.0,,None,360.795291572,404.917315426,0.0,382.177177584,306.740167296,0.0,8,8
21,0,,0.0,0.0,,None,382.177177584,306.740167296,0.0,221.798842655,271.812762966,0.0,8,8
22,0,,0.0,0.0,,None,221.798842655,271.812762966,0.0,228.464902636,241.215035788,0.0,8,8
23,0,,0.0,0.0,,None,228.464902636,241.215035788,0.0,298.216544976,256.405520016,0.0,8,8
24,0,,0.0,0.0,,None,298.216544976,256.405520016,0.0,322.082685214,146.822849713,0.0,8,8
25,0,,0.0,0.0,,None,322.082685214,146.822849713,0.0,344.42914488,44.228347872,0.0,8,8
26,0,,0.0,0.0,,None,344.42914488,44.228347872,0.0,326.653802871,40.357125268,0.0,8,8
27,0,,0.0,0.0,,None,326.653802871,40.357125268,0.0,365.969625237,-140.153306214,0.0,8,8
28,0,,0.0,0.0,,None,365.969625237,-140.153306214,0.0,383.744106768,-136.283468928,0.0,8,8
29,0,,0.0,0.0,,None,383.744106768,-136.283468928,0.0,404.464363217,-231.416608,0.0,8,8
30,0,,0.0,0.0,,None,404.464363217,-231.416608,0.0,404.677178304,-232.393708224,0.0,8,8
31,0,,0.0,0.0,,None,404.677178304,-232.393708224,0.0,404.677179612,-232.393714229,0.0,8,8
32,0,,0.0,0.0,,None,404.677179612,-232.393714229,0.0,429.933084624,-348.358278864,0.0,8,8
33,0,,0.0,0.0,,None,429.933084624,-348.358278864,0.0,354.606388719,-364.76415026,0.0,8,8
34,0,,0.0,0.0,,None,354.606388719,-364.76415026,0.0,391.75198104,-535.409465952,0.0,8,8
35,0,,0.0,0.0,,None,391.75198104,-535.409465952,0.0,14.64566976,-617.496082752,0.0,8,8
36,0,,0.0,0.0,,None,14.64566976,-617.496082752,0.0,-22.491918951,-446.894669455,0.0,8,8
37,0,,0.0,0.0,,None,-22.491918951,-446.894669455,0.0,-79.988191536,-459.417337536,0.0,8,8
38,0,,0.0,0.0,,None,-79.988191536,-459.417337536,0.0,-117.079264431,-289.119666578,0.0,8,8
39,0,,0.0,0.0,,None,-117.079264431,-289.119666578,0.0,-240.960637632,-316.10237232,0.0,8,8
40,0,,0.0,0.0,,None,-240.960637632,-316.10237232,0.0,-267.972227697,-192.087338135,0.0,8,8
41,0,,0.0,0.0,,None,-267.972227697,-192.087338135,0.0,-268.185047953,-191.110242332,0.0,8,8
42,0,,0.0,0.0,,None,-268.185047953,-191.110242332,0.0,-268.185048455,-191.110240029,0.0,8,8
43,0,,0.0,0.0,,None,-268.185048455,-191.110240029,0.0,-288.779699278,-96.554375216,0.0,8,8
44,0,,0.0,0.0,,None,-288.779699278,-96.554375216,0.0,-345.88583784,-108.992129472,0.0,8,8
45,0,,0.0,0.0,,None,-345.88583784,-108.992129472,0.0,-403.118123136,-83.291341248,0.0,8,8
46,0,,0.0,0.0,,None,-403.118123136,-83.291341248,0.0,-429.933084624,48.46456848,0.0,8,8
0,0,,0.0,0.0,,None,-158.334862374,-247.423764504,0.0,-211.25533311,-247.423764504,0.0,3,3
1,0,,0.0,0.0,,None,-211.25533311,-247.423764504,0.0,-211.25533311,-38.106212844,0.0,3,3
2,0,,0.0,0.0,,None,-211.25533311,-38.106212844,0.0,-158.334862374,-38.106212844,0.0,3,3
3,0,,0.0,0.0,,None,-158.334862374,-38.106212844,0.0,-158.334862374,6.98063293200002,0.0,3,3
4,0,,0.0,0.0,,None,-158.334862374,6.98063293200002,0.0,-181.202320254,6.98063293200002,0.0,3,3
5,0,,0.0,0.0,,None,-181.202320254,6.98063293200002,0.0,-181.202320254,278.305292976,0.0,3,3
6,0,,0.0,0.0,,None,-181.202320254,278.305292976,0.0,-158.334862374,278.305292976,0.0,3,3
7,0,,0.0,0.0,,None,-158.334862374,278.305292976,0.0,-158.334862374,285.169770744,0.0,3,3
8,0,,0.0,0.0,,None,-158.334862374,285.169770744,0.0,211.25533311,285.169770744,0.0,3,3
9,0,,0.0,0.0,,None,211.25533311,285.169770744,0.0,211.25533311,-247.423764504,0.0,3,3
10,0,,0.0,0.0,,None,211.25533311,-247.423764504,0.0,207.658863678,-247.423764504,0.0,3,3
11,0,,0.0,0.0,,None,207.658863678,-247.423764504,0.0,207.658863678,-285.169770744,0.0,3,3
12,0,,0.0,0.0,,None,207.658863678,-285.169770744,0.0,-158.334862374,-285.169770744,0.0,3,3
13,0,,0.0,0.0,,None,-158.334862374,-285.169770744,0.0,-158.334862374,-247.423764504,0.0,3,3
