,siteModel_buildings_polygon_exteriorRing_edges_id,siteModel_buildings_polygon_exteriorRing_edges_bearingVector,siteModel_buildings_polygon_exteriorRing_edges_angleBetweenBearingVectorAndUpVector,siteModel_buildings_polygon_exteriorRing_edges_angleBetweenBearingVectorAndRightVector,siteModel_buildings_polygon_exteriorRing_edges_edgeCondition,siteModel_buildings_polygon_exteriorRing_edges_sidingMaterial,siteModel_buildings_polygon_exteriorRing_edges_startPoint.x,siteModel_buildings_polygon_exteriorRing_edges_startPoint.y,siteModel_buildings_polygon_exteriorRing_edges_startPoint.z,siteModel_buildings_polygon_exteriorRing_edges_endPoint.x,siteModel_buildings_polygon_exteriorRing_edges_endPoint.y,siteModel_buildings_polygon_exteriorRing_edges_endPoint.z,id,installationId
0,0,,0.0,0.0,,None,911.7398926436044,335.715595369632,0.0,1070.13504346191,335.711851762903,0.0,2,2
1,0,,0.0,0.0,,None,1070.13504346191,335.711851762903,0.0,1070.12742071335,-90.4721264641469,0.0,2,2
2,0,,0.0,0.0,,None,1070.12742071335,-90.4721264641469,0.0,911.732281711464,-90.4683828576975,0.0,2,2
3,0,,0.0,0.0,,None,911.732281711464,-90.4683828576975,0.0,753.341240417301,-90.4683828574191,0.0,2,2
4,0,,0.0,0.0,,None,753.341240417301,-90.4683828574191,0.0,753.348863165859,335.715595369631,0.0,2,2
5,0,,0.0,0.0,,None,753.348863165859,335.715595369631,0.0,911.7398926436044,335.715595369632,0.0,2,2
6,0,,0.0,0.0,,None,691.559853176673,644.236563321371,0.0,509.339518671377,492.055988051827,0.0,2,2
7,0,,0.0,0.0,,None,509.339518671377,492.055988051827,0.0,449.5331471005271,563.6688058434962,0.0,2,2
8,0,,0.0,0.0,,None,449.5331471005271,563.6688058434962,0.0,388.44475413754105,636.816730379624,0.0,2,2
9,0,,0.0,0.0,,None,388.44475413754105,636.816730379624,0.0,570.665088642837,788.997305649168,0.0,2,2
10,0,,0.0,0.0,,None,570.665088642837,788.997305649168,0.0,630.4714602136869,717.3844878574988,0.0,2,2
11,0,,0.0,0.0,,None,630.4714602136869,717.3844878574988,0.0,691.559853176673,644.236563321371,0.0,2,2
12,0,,0.0,0.0,,None,-986.1468825244698,-623.313074098546,0.0,-1060.31558600709,-540.165166696636,0.0,2,2
13,0,,0.0,0.0,,None,-1060.31558600709,-540.165166696636,0.0,-805.863989989649,-313.189259733158,0.0,2,2
14,0,,0.0,0.0,,None,-805.863989989649,-313.189259733158,0.0,-772.1373150547367,-351.0007327763348,0.0,2,2
15,0,,0.0,0.0,,None,-772.1373150547367,-351.0007327763348,0.0,-639.060753256353,-238.609283530104,0.0,2,2
16,0,,0.0,0.0,,None,-639.060753256353,-238.609283530104,0.0,-668.598190046942,-203.166564738115,0.0,2,2
17,0,,0.0,0.0,,None,-668.598190046942,-203.166564738115,0.0,-690.664284196238,-177.041508906597,0.0,2,2
18,0,,0.0,0.0,,None,-690.664284196238,-177.041508906597,0.0,-674.3785346130958,-163.28643242637307,0.0,2,2
19,0,,0.0,0.0,,None,-674.3785346130958,-163.28643242637307,0.0,-710.9876895478841,-120.88892895647,0.0,2,2
20,0,,0.0,0.0,,None,-710.9876895478841,-120.88892895647,0.0,-718.2431010739641,-112.4906204927134,0.0,2,2
21,0,,0.0,0.0,,None,-718.2431010739641,-112.4906204927134,0.0,-718.8966848065089,-111.73408204669256,0.0,2,2
22,0,,0.0,0.0,,None,-718.8966848065089,-111.73408204669256,0.0,-783.108890183849,-37.3706185207653,0.0,2,2
23,0,,0.0,0.0,,None,-783.108890183849,-37.3706185207653,0.0,-755.916629981929,-13.889493871689474,0.0,2,2
24,0,,0.0,0.0,,None,-755.916629981929,-13.889493871689474,0.0,-867.495954428823,115.327796739861,0.0,2,2
25,0,,0.0,0.0,,None,-867.495954428823,115.327796739861,0.0,-789.2836859319475,182.86787108462008,0.0,2,2
26,0,,0.0,0.0,,None,-789.2836859319475,182.86787108462008,0.0,-788.5268491208936,183.52143625371448,0.0,2,2
27,0,,0.0,0.0,,None,-788.5268491208936,183.52143625371448,0.0,-679.643989164278,277.538115355145,0.0,2,2
28,0,,0.0,0.0,,None,-679.643989164278,277.538115355145,0.0,-628.904329116377,218.77464712607105,0.0,2,2
29,0,,0.0,0.0,,None,-628.904329116377,218.77464712607105,0.0,-389.967964645518,425.09664126711607,0.0,2,2
30,0,,0.0,0.0,,None,-389.967964645518,425.09664126711607,0.0,-381.74572191396567,415.5746685919026,0.0,2,2
31,0,,0.0,0.0,,None,-381.74572191396567,415.5746685919026,0.0,-297.19437875783393,488.915984696383,0.0,2,2
32,0,,0.0,0.0,,None,-297.19437875783393,488.915984696383,0.0,-324.037346409075,519.959276651759,0.0,2,2
33,0,,0.0,0.0,,None,-324.037346409075,519.959276651759,0.0,-238.48301502614183,593.9293416405219,0.0,2,2
34,0,,0.0,0.0,,None,-238.48301502614183,593.9293416405219,0.0,-237.72654194425309,594.5833864109627,0.0,2,2
35,0,,0.0,0.0,,None,-237.72654194425309,594.5833864109627,0.0,-237.72654194425303,594.5833864109627,0.0,2,2
36,0,,0.0,0.0,,None,-237.72654194425303,594.5833864109627,0.0,-151.415548610509,669.203563695471,0.0,2,2
37,0,,0.0,0.0,,None,-151.415548610509,669.203563695471,0.0,84.9765401642812,395.551658058206,0.0,2,2
38,0,,0.0,0.0,,None,84.9765401642812,395.551658058206,0.0,-1.9696155313231287,320.3778597839445,0.0,2,2
39,0,,0.0,0.0,,None,-1.9696155313231287,320.3778597839445,0.0,-1.9696155313231245,320.3778597839445,0.0,2,2
40,0,,0.0,0.0,,None,-1.9696155313231245,320.3778597839445,0.0,-70.86361852825038,260.81198430430874,0.0,2,2
41,0,,0.0,0.0,,None,-70.86361852825038,260.81198430430874,0.0,52.663828891649096,112.415694924209,0.0,2,2
42,0,,0.0,0.0,,None,52.663828891649096,112.415694924209,0.0,-4.8729818919828745,64.52218192120206,0.0,2,2
43,0,,0.0,0.0,,None,-4.8729818919828745,64.52218192120206,0.0,140.964309202041,-110.439540295517,0.0,2,2
44,0,,0.0,0.0,,None,140.964309202041,-110.439540295517,0.0,50.13882482672906,-186.1441399337016,0.0,2,2
45,0,,0.0,0.0,,None,50.13882482672906,-186.1441399337016,0.0,49.37166512239424,-186.78358071042487,0.0,2,2
46,0,,0.0,0.0,,None,49.37166512239424,-186.78358071042487,0.0,49.37166512239423,-186.78358071042487,0.0,2,2
47,0,,0.0,0.0,,None,49.37166512239423,-186.78358071042487,0.0,-41.766268967783894,-262.7471016802509,0.0,2,2
48,0,,0.0,0.0,,None,-41.766268967783894,-262.7471016802509,0.0,-94.1901836038212,-199.854953393307,0.0,2,2
49,0,,0.0,0.0,,None,-94.1901836038212,-199.854953393307,0.0,-78.42451156825248,-186.713423926017,0.0,2,2
50,0,,0.0,0.0,,None,-78.42451156825248,-186.713423926017,0.0,-195.790913303784,-45.9060790507881,0.0,2,2
51,0,,0.0,0.0,,None,-195.790913303784,-45.9060790507881,0.0,-272.79650104083,-110.091459732015,0.0,2,2
52,0,,0.0,0.0,,None,-272.79650104083,-110.091459732015,0.0,-278.24156876532624,-103.5622335584562,0.0,2,2
53,0,,0.0,0.0,,None,-278.24156876532624,-103.5622335584562,0.0,-325.1709377548446,-144.0856907919677,0.0,2,2
54,0,,0.0,0.0,,None,-325.1709377548446,-144.0856907919677,0.0,-325.9278149637512,-144.73925340886544,0.0,2,2
55,0,,0.0,0.0,,None,-325.9278149637512,-144.73925340886544,0.0,-325.92781496375125,-144.7392534088654,0.0,2,2
56,0,,0.0,0.0,,None,-325.92781496375125,-144.7392534088654,0.0,-420.489806091697,-226.389330614614,0.0,2,2
57,0,,0.0,0.0,,None,-420.489806091697,-226.389330614614,0.0,-212.427734515232,-467.66223216767,0.0,2,2
58,0,,0.0,0.0,,None,-212.427734515232,-467.66223216767,0.0,-297.60212997667384,-541.0808160154455,0.0,2,2
59,0,,0.0,0.0,,None,-297.60212997667384,-541.0808160154455,0.0,-382.772441318702,-614.503175556392,0.0,2,2
60,0,,0.0,0.0,,None,-382.772441318702,-614.503175556392,0.0,-595.843996436118,-367.325998484625,0.0,2,2
61,0,,0.0,0.0,,None,-595.843996436118,-367.325998484625,0.0,-557.7156672886031,-334.4587270025026,0.0,2,2
62,0,,0.0,0.0,,None,-557.7156672886031,-334.4587270025026,0.0,-562.957579267034,-328.715708399625,0.0,2,2
63,0,,0.0,0.0,,None,-562.957579267034,-328.715708399625,0.0,-693.5988179721566,-439.04712856521377,0.0,2,2
64,0,,0.0,0.0,,None,-693.5988179721566,-439.04712856521377,0.0,-657.522461647626,-479.488818180975,0.0,2,2
65,0,,0.0,0.0,,None,-657.522461647626,-479.488818180975,0.0,-670.4383043164627,-491.0081854704238,0.0,2,2
66,0,,0.0,0.0,,None,-670.4383043164627,-491.0081854704238,0.0,-581.875823703875,-590.290578727263,0.0,2,2
67,0,,0.0,0.0,,None,-581.875823703875,-590.290578727263,0.0,-817.950922786783,-800.873917815346,0.0,2,2
68,0,,0.0,0.0,,None,-817.950922786783,-800.873917815346,0.0,-906.5118677816891,-701.5901545730376,0.0,2,2
69,0,,0.0,0.0,,None,-906.5118677816891,-701.5901545730376,0.0,-911.974057665064,-706.464725144452,0.0,2,2
70,0,,0.0,0.0,,None,-911.974057665064,-706.464725144452,0.0,-985.4812138033768,-624.0593238647295,0.0,2,2
71,0,,0.0,0.0,,None,-985.4812138033768,-624.0593238647295,0.0,-986.1468825244698,-623.313074098546,0.0,2,2
0,0,,0.0,0.0,,,-448.57709574,526.643404878,0.0,-140.90158179600002,526.643404878,0.0,4,4
1,0,,0.0,0.0,,,-140.90158179600002,526.643404878,0.0,-140.901581796,526.643404878,0.0,4,4
2,0,,0.0,0.0,,,-140.901581796,526.643404878,0.0,-140.901581796,46.6434048780001,0.0,4,4
3,0,,0.0,0.0,,,-140.901581796,46.6434048780001,0.0,-143.920589832,46.6434048780001,0.0,4,4
4,0,,0.0,0.0,,,-143.920589832,46.6434048780001,0.0,-143.920589832,33.1990498740001,0.0,4,4
5,0,,0.0,0.0,,,-143.920589832,33.1990498740001,0.0,-130.987358832,33.1990498740001,0.0,4,4
6,0,,0.0,0.0,,,-130.987358832,33.1990498740001,0.0,-130.987358832,49.28653012200009,0.0,4,4
7,0,,0.0,0.0,,,-130.987358832,49.28653012200009,0.0,-130.987358832,49.2865301220001,0.0,4,4
8,0,,0.0,0.0,,,-130.987358832,49.2865301220001,0.0,27.6226685879999,49.2865301220001,0.0,4,4
9,0,,0.0,0.0,,,27.6226685879999,49.2865301220001,0.0,27.6226685879999,88.5793046220001,0.0,4,4
10,0,,0.0,0.0,,,27.6226685879999,88.5793046220001,0.0,240.873874296,88.5793046220001,0.0,4,4
11,0,,0.0,0.0,,,240.873874296,88.5793046220001,0.0,240.873874296,49.2865301220001,0.0,4,4
12,0,,0.0,0.0,,,240.873874296,49.2865301220001,0.0,436.830436812,49.2865301220001,0.0,4,4
13,0,,0.0,0.0,,,436.830436812,49.2865301220001,0.0,436.8304368120001,49.2865301220001,0.0,4,4
14,0,,0.0,0.0,,,436.8304368120001,49.2865301220001,0.0,436.830436812,49.28653012200005,0.0,4,4
15,0,,0.0,0.0,,,436.830436812,49.28653012200005,0.0,436.830436812,-23.392225157999917,0.0,4,4
16,0,,0.0,0.0,,,436.830436812,-23.392225157999917,0.0,448.57709574,-35.1388840859999,0.0,4,4
17,0,,0.0,0.0,,,448.57709574,-35.1388840859999,0.0,448.57709574,-83.1388840859999,0.0,4,4
18,0,,0.0,0.0,,,448.57709574,-83.1388840859999,0.0,436.830436812,-94.88554301399994,0.0,4,4
19,0,,0.0,0.0,,,436.830436812,-94.88554301399994,0.0,436.830436812,-263.39222515800003,0.0,4,4
20,0,,0.0,0.0,,,436.830436812,-263.39222515800003,0.0,448.57709574,-275.138884086,0.0,4,4
21,0,,0.0,0.0,,,448.57709574,-275.138884086,0.0,448.57709574,-323.138884086,0.0,4,4
22,0,,0.0,0.0,,,448.57709574,-323.138884086,0.0,436.830436812,-334.885543014,0.0,4,4
23,0,,0.0,0.0,,,436.830436812,-334.885543014,0.0,436.830436812,-397.16887378876913,0.0,4,4
24,0,,0.0,0.0,,,436.830436812,-397.16887378876913,0.0,436.830436812,-397.1735837746075,0.0,4,4
25,0,,0.0,0.0,,,436.830436812,-397.1735837746075,0.0,436.830436812,-397.51898233131226,0.0,4,4
26,0,,0.0,0.0,,,436.830436812,-397.51898233131226,0.0,436.8304368119997,-418.31238289763274,0.0,4,4
27,0,,0.0,0.0,,,436.8304368119997,-418.31238289763274,0.0,436.8304368119996,-418.31238289763274,0.0,4,4
28,0,,0.0,0.0,,,436.8304368119996,-418.31238289763274,0.0,436.8304368119996,-418.31238289799967,0.0,4,4
29,0,,0.0,0.0,,,436.8304368119996,-418.31238289799967,0.0,436.8304368116122,-418.31238289763274,0.0,4,4
30,0,,0.0,0.0,,,436.8304368116122,-418.31238289763274,0.0,237.193347156,-418.3123828979999,0.0,4,4
31,0,,0.0,0.0,,,237.193347156,-418.3123828979999,0.0,237.193347156,-506.505273198,0.0,4,4
32,0,,0.0,0.0,,,237.193347156,-506.505273198,0.0,137.611480332,-506.505273198,0.0,4,4
33,0,,0.0,0.0,,,137.611480332,-506.505273198,0.0,137.611480332,-526.643404878,0.0,4,4
34,0,,0.0,0.0,,,137.611480332,-526.643404878,0.0,60.7932024839999,-526.643404878,0.0,4,4
35,0,,0.0,0.0,,,60.7932024839999,-526.643404878,0.0,60.7932024839999,-506.505273198,0.0,4,4
36,0,,0.0,0.0,,,60.7932024839999,-506.505273198,0.0,-36.3861605880002,-506.505273198,0.0,4,4
37,0,,0.0,0.0,,,-36.3861605880002,-506.505273198,0.0,-36.3861605880002,-444.708863898,0.0,4,4
38,0,,0.0,0.0,,,-36.3861605880002,-444.708863898,0.0,-205.85072526,-444.708863898,0.0,4,4
39,0,,0.0,0.0,,,-205.85072526,-444.708863898,0.0,-205.85072526,-397.171054878,0.0,4,4
40,0,,0.0,0.0,,,-205.85072526,-397.171054878,0.0,-395.356252476,-397.171054878,0.0,4,4
41,0,,0.0,0.0,,,-395.356252476,-397.171054878,0.0,-395.356252476,-195.435979218,0.0,4,4
42,0,,0.0,0.0,,,-395.356252476,-195.435979218,0.0,-448.57709574,-195.435979218,0.0,4,4
43,0,,0.0,0.0,,,-448.57709574,-195.435979218,0.0,-448.57709574,526.643404878,0.0,4,4
0,0,,0.0,0.0,,None,-340.277569944,139.368114696,0.0,-142.037509362,165.931878211,0.0,6,6
1,0,,0.0,0.0,,None,-142.037509362,165.931878211,0.0,-142.360240776,168.340556568,0.0,6,6
2,0,,0.0,0.0,,None,-142.360240776,168.340556568,0.0,-13.798084107,185.566618939,0.0,6,6
3,0,,0.0,0.0,,None,-13.798084107,185.566618939,0.0,-14.57677212,186.163391784,0.0,6,6
4,0,,0.0,0.0,,None,-14.57677212,186.163391784,0.0,288.683080104,225.899613528,0.0,6,6
5,0,,0.0,0.0,,None,288.683080104,225.899613528,0.0,327.694892376,200.202762312,0.0,6,6
6,0,,0.0,0.0,,None,327.694892376,200.202762312,0.0,340.277569944,106.316932536,0.0,6,6
7,0,,0.0,0.0,,None,340.277569944,106.316932536,0.0,320.155758347,73.882097419,0.0,6,6
8,0,,0.0,0.0,,None,320.155758347,73.882097419,0.0,334.836624888,-35.667323976,0.0,6,6
9,0,,0.0,0.0,,None,334.836624888,-35.667323976,0.0,310.32110952,-38.950757382,0.0,6,6
10,0,,0.0,0.0,,None,310.32110952,-38.950757382,0.0,312.553159608,-55.608269496,0.0,6,6
11,0,,0.0,0.0,,None,312.553159608,-55.608269496,0.0,174.175179013,-74.151402474,0.0,6,6
12,0,,0.0,0.0,,None,174.175179013,-74.151402474,0.0,184.151580696,-148.600398456,0.0,6,6
13,0,,0.0,0.0,,None,184.151580696,-148.600398456,0.0,140.017904797,-154.513759848,0.0,6,6
14,0,,0.0,0.0,,None,140.017904797,-154.513759848,0.0,141.509847048,-165.651580104,0.0,6,6
15,0,,0.0,0.0,,None,141.509847048,-165.651580104,0.0,-91.014920186,-196.809213871,0.0,6,6
16,0,,0.0,0.0,,None,-91.014920186,-196.809213871,0.0,-90.71850684,-199.021659912,0.0,6,6
17,0,,0.0,0.0,,None,-90.71850684,-199.021659912,0.0,-291.332686488,-225.899613528,0.0,6,6
18,0,,0.0,0.0,,None,-291.332686488,-225.899613528,0.0,-340.277569944,139.368114696,0.0,6,6
0,0,,0.0,0.0,,None,472.198791503906,211.976379394531,0.0,472.1555175787243,257.88975461311713,0.0,7,7
1,0,,0.0,0.0,,None,472.1555175787243,257.88975461311713,0.0,472.112182617188,303.803146362305,0.0,7,7
2,0,,0.0,0.0,,None,472.112182617188,303.803146362305,0.0,769.549194335938,304.074813842773,0.0,7,7
3,0,,0.0,0.0,,None,769.549194335938,304.074813842773,0.0,769.5885619746733,258.1614659348004,0.0,7,7
4,0,,0.0,0.0,,None,769.5885619746733,258.1614659348004,0.0,769.631896972656,212.248031616211,0.0,7,7
5,0,,0.0,0.0,,None,769.631896972656,212.248031616211,0.0,472.198791503906,211.976379394531,0.0,7,7
6,0,,0.0,0.0,,None,74.5807189941406,-270.984252929688,0.0,74.5807189941406,-123.059051513672,0.0,7,7
7,0,,0.0,0.0,,None,74.5807189941406,-123.059051513672,0.0,227.045288085938,-123.059051513672,0.0,7,7
8,0,,0.0,0.0,,None,227.045288085938,-123.059051513672,0.0,227.045288085938,-270.984252929688,0.0,7,7
9,0,,0.0,0.0,,None,227.045288085938,-270.984252929688,0.0,74.5807189941406,-270.984252929688,0.0,7,7
10,0,,0.0,0.0,,None,-346.2303161628597,268.5118255615337,0.0,-156.435039520264,265.799209594727,0.0,7,7
11,0,,0.0,0.0,,None,-156.435039520264,265.799209594727,0.0,-157.85551923028265,166.4685011383995,0.0,7,7
12,0,,0.0,0.0,,None,-157.85551923028265,166.4685011383995,0.0,1.6082763671875,165.5,0.0,7,7
13,0,,0.0,0.0,,None,1.6082763671875,165.5,0.0,1.0610056586953165,75.2693046198373,0.0,7,7
14,0,,0.0,0.0,,None,1.0610056586953165,75.2693046198373,0.0,74.31298828125,74.6968536376953,0.0,7,7
15,0,,0.0,0.0,,None,74.31298828125,74.6968536376953,0.0,73.0098571777344,-91.2598419189453,0.0,7,7
16,0,,0.0,0.0,,None,73.0098571777344,-91.2598419189453,0.0,60.225746484782576,-102.72144893375568,0.0,7,7
17,0,,0.0,0.0,,None,60.225746484782576,-102.72144893375568,0.0,58.76428974996773,-204.98435242829115,0.0,7,7
18,0,,0.0,0.0,,None,58.76428974996773,-204.98435242829115,0.0,58.74999999999031,-205.98425293036576,0.0,7,7
19,0,,0.0,0.0,,None,58.74999999999031,-205.98425293036576,0.0,57.2539367675781,-310.563003540039,0.0,7,7
20,0,,0.0,0.0,,None,57.2539367675781,-310.563003540039,0.0,-164.63186158768514,-307.39188648829577,0.0,7,7
21,0,,0.0,0.0,,None,-164.63186158768514,-307.39188648829577,0.0,-164.738187789917,-314.818893432617,0.0,7,7
